Year,Volume,Issue,Title,Authors,Cite As,DOI
2021,67,2,Unfiltered Market Access and Liquidity: Evidence from the SEC Rule 15c3-5,"Bidisha Chakrabarty, Pankaj K. Jain, Andriy Shkilko, Konstantin Sokolov","Bidisha Chakrabarty, Pankaj K. Jain, Andriy Shkilko, Konstantin Sokolov (2021) Unfiltered Market Access and Liquidity: Evidence from the SEC Rule 15c3-5. Management Science 67(2):1183-1198",https://doi.org/10.1287/mnsc.2019.3466
2021,67,2,Real and Nominal Equilibrium Yield Curves,"Alex Hsu, Erica X. N. Li, Francisco Palomino","Alex Hsu, Erica X. N. Li, Francisco Palomino (2021) Real and Nominal Equilibrium Yield Curves. Management Science 67(2):1138-1158",https://doi.org/10.1287/mnsc.2019.3472
2021,67,2,Trust and Disintermediation: Evidence from an Online Freelance Marketplace,"Grace Gu, Feng Zhu","Grace Gu, Feng Zhu (2021) Trust and Disintermediation: Evidence from an Online Freelance Marketplace. Management Science 67(2):794-807",https://doi.org/10.1287/mnsc.2020.3583
2021,67,3,Assortment Rotation and the Value of Concealment,"Kris Johnson Ferreira, Joel Goh","Kris Johnson Ferreira, Joel Goh (2021) Assortment Rotation and the Value of Concealment. Management Science 67(3):1489-1507",https://doi.org/10.1287/mnsc.2020.3610
2021,67,3,The Genesis of Voluntary Disclosure: An Analysis of Firms’ First Earnings Guidance,"Kristian D. Allee, Theodore E. Christensen, Bryan S. Graden, Kenneth J. Merkley","Kristian D. Allee, Theodore E. Christensen, Bryan S. Graden, Kenneth J. Merkley (2021) The Genesis of Voluntary Disclosure: An Analysis of Firms’ First Earnings Guidance. Management Science 67(3):1914-1938",https://doi.org/10.1287/mnsc.2019.3514
2021,67,3,Experience Effect in the Impact of Free Trial Promotions,"Sadat Reza, Hillbun Ho, Rich Ling, Hongyan Shi","Sadat Reza, Hillbun Ho, Rich Ling, Hongyan Shi (2021) Experience Effect in the Impact of Free Trial Promotions. Management Science 67(3):1648-1669",https://doi.org/10.1287/mnsc.2020.3613
2021,67,3,Surge Pricing and Its Spatial Supply Response,"Omar Besbes, Francisco Castro, Ilan Lobel","Omar Besbes, Francisco Castro, Ilan Lobel (2021) Surge Pricing and Its Spatial Supply Response. Management Science 67(3):1350-1367",https://doi.org/10.1287/mnsc.2020.3622
2021,67,3,"Don’t Call Us, We’ll Call You: An Empirical Study of Caller Behavior Under a Callback Option","Brett A. Hathaway, Seyed M. Emadi, Vinayak Deshpande","Brett A. Hathaway, Seyed M. Emadi, Vinayak Deshpande (2021) Don’t Call Us, We’ll Call You: An Empirical Study of Caller Behavior Under a Callback Option. Management Science 67(3):1508-1526",https://doi.org/10.1287/mnsc.2020.3621
2021,67,3,"Risk, Ambiguity, and the Value of Diversification","Loïc Berger, Louis Eeckhoudt","Loïc Berger, Louis Eeckhoudt (2021) Risk, Ambiguity, and the Value of Diversification. Management Science 67(3):1639-1647",https://doi.org/10.1287/mnsc.2020.3823
2021,67,3,Knowledge Sharing in Alliances and Alliance Portfolios,"Ashish Arora, Sharon Belenzon, Andrea Patacconi","Ashish Arora, Sharon Belenzon, Andrea Patacconi (2021) Knowledge Sharing in Alliances and Alliance Portfolios. Management Science 67(3):1569-1585",https://doi.org/10.1287/mnsc.2020.3614
2021,67,3,Tacit Collusion and Voluntary Disclosure: Theory and Evidence from the U.S. Automotive Industry,"Jeremy Bertomeu, John Harry Evans, Mei Feng, Ayung Tseng","Jeremy Bertomeu, John Harry Evans, Mei Feng, Ayung Tseng (2021) Tacit Collusion and Voluntary Disclosure: Theory and Evidence from the U.S. Automotive Industry. Management Science 67(3):1851-1875",https://doi.org/10.1287/mnsc.2019.3531
2021,67,3,Service Design for a Holistic Customer Experience: A Process Framework,"Ioannis Bellos, Stylianos Kavadias","Ioannis Bellos, Stylianos Kavadias (2021) Service Design for a Holistic Customer Experience: A Process Framework. Management Science 67(3):1718-1736",https://doi.org/10.1287/mnsc.2020.3609
2021,67,3,Product Market Peers in Lending,"Gus De Franco, Alexander Edwards, Scott Liao","Gus De Franco, Alexander Edwards, Scott Liao (2021) Product Market Peers in Lending. Management Science 67(3):1876-1894",https://doi.org/10.1287/mnsc.2019.3539
2021,67,3,The Impact of Uniform Pricing Regulations on Incentives to Generate and Disclose Accounting Information,"Anil Arya, Brian Mittendorf, Dae-Hee Yoon","Anil Arya, Brian Mittendorf, Dae-Hee Yoon (2021) The Impact of Uniform Pricing Regulations on Incentives to Generate and Disclose Accounting Information. Management Science 67(3):1975-1992",https://doi.org/10.1287/mnsc.2019.3503
2021,67,3,Incremental vs. Breakthrough Innovation: The Role of Technology Spillovers,"Seong K. Byun, Jong-Min Oh, Han Xia","Seong K. Byun, Jong-Min Oh, Han Xia (2021) Incremental vs. Breakthrough Innovation: The Role of Technology Spillovers. Management Science 67(3):1779-1802",https://doi.org/10.1287/mnsc.2019.3507
2021,67,3,Index Option Trading Activity and Market Returns,"Tarun Chordia, Alexander Kurov, Dmitriy Muravyev, Avanidhar Subrahmanyam","Tarun Chordia, Alexander Kurov, Dmitriy Muravyev, Avanidhar Subrahmanyam (2021) Index Option Trading Activity and Market Returns. Management Science 67(3):1758-1778",https://doi.org/10.1287/mnsc.2019.3529
2021,67,3,Chief Financial Officer Co-option and Chief Executive Officer Compensation,"Shane S. Dikolli, John C. Heater, William J. Mayew, Mani Sethuraman","Shane S. Dikolli, John C. Heater, William J. Mayew, Mani Sethuraman (2021) Chief Financial Officer Co-option and Chief Executive Officer Compensation. Management Science 67(3):1939-1955",https://doi.org/10.1287/mnsc.2019.3519
2021,67,3,Last-Place Aversion in Queues,Ryan W. Buell,Ryan W. Buell (2021) Last-Place Aversion in Queues. Management Science 67(3):1430-1452,https://doi.org/10.1287/mnsc.2020.3619
2021,67,3,Shareholders as Creditors of First Resort,"Andriy Bodnaruk, Marco Rossi","Andriy Bodnaruk, Marco Rossi (2021) Shareholders as Creditors of First Resort. Management Science 67(3):1737-1757",https://doi.org/10.1287/mnsc.2019.3556
2021,67,3,Waiting for the Payday? The Market for Startups and the Timing of Entrepreneurial Exit,"Ashish Arora, Andrea Fosfuri, Thomas Rønde","Ashish Arora, Andrea Fosfuri, Thomas Rønde (2021) Waiting for the Payday? The Market for Startups and the Timing of Entrepreneurial Exit. Management Science 67(3):1453-1467",https://doi.org/10.1287/mnsc.2020.3627
2021,67,3,A Simple Rule for Pricing with Limited Knowledge of Demand,"Maxime C. Cohen, Georgia Perakis, Robert S. Pindyck","Maxime C. Cohen, Georgia Perakis, Robert S. Pindyck (2021) A Simple Rule for Pricing with Limited Knowledge of Demand. Management Science 67(3):1608-1621",https://doi.org/10.1287/mnsc.2020.3602
2021,67,3,Customer Preference and Station Network in the London Bike-Share System,"Pu He, Fanyin Zheng, Elena Belavina, Karan Girotra","Pu He, Fanyin Zheng, Elena Belavina, Karan Girotra (2021) Customer Preference and Station Network in the London Bike-Share System. Management Science 67(3):1392-1412",https://doi.org/10.1287/mnsc.2020.3620
2021,67,3,Informed Trading with a Short-Sale Prohibition,Stephen L. Lenkey,Stephen L. Lenkey (2021) Informed Trading with a Short-Sale Prohibition. Management Science 67(3):1803-1824,https://doi.org/10.1287/mnsc.2019.3501
2021,67,3,A Bayesian Level-<i>k</i> Model in <i>n</i>-Person Games,"Teck-Hua Ho, So-Eun Park, Xuanming Su","Teck-Hua Ho, So-Eun Park, Xuanming Su (2021) A Bayesian Level-<i>k</i> Model in <i>n</i>-Person Games. Management Science 67(3):1622-1638",https://doi.org/10.1287/mnsc.2020.3595
2021,67,3,Platform Preannouncement Strategies: The Strategic Role of Information in Two-Sided Markets Competition,"Ramnath K. Chellappa, Rajiv Mukherjee","Ramnath K. Chellappa, Rajiv Mukherjee (2021) Platform Preannouncement Strategies: The Strategic Role of Information in Two-Sided Markets Competition. Management Science 67(3):1527-1545",https://doi.org/10.1287/mnsc.2020.3606
2021,67,3,"Trust, Collaboration, and Economic Growth","Jiro Kondo, Danielle Li, Dimitris Papanikolaou","Jiro Kondo, Danielle Li, Dimitris Papanikolaou (2021) Trust, Collaboration, and Economic Growth. Management Science 67(3):1825-1850",https://doi.org/10.1287/mnsc.2019.3545
2021,67,3,The Customer May Not Always Be Right: Customer Compatibility and Service Performance,"Ryan W. Buell, Dennis Campbell, Frances X. Frei","Ryan W. Buell, Dennis Campbell, Frances X. Frei (2021) The Customer May Not Always Be Right: Customer Compatibility and Service Performance. Management Science 67(3):1468-1488",https://doi.org/10.1287/mnsc.2020.3596
2021,67,3,An Axiomatic Foundation for the Expected Shortfall,"Ruodu Wang, Ričardas Zitikis","Ruodu Wang, Ričardas Zitikis (2021) An Axiomatic Foundation for the Expected Shortfall. Management Science 67(3):1413-1429",https://doi.org/10.1287/mnsc.2020.3617
2021,67,3,How Economically Significant Are Unused Capacity Costs? A Large-Scale Empirical Analysis,"Merle Ederhof, Venky Nagar, Madhav Rajan","Merle Ederhof, Venky Nagar, Madhav Rajan (2021) How Economically Significant Are Unused Capacity Costs? A Large-Scale Empirical Analysis. Management Science 67(3):1956-1974",https://doi.org/10.1287/mnsc.2019.3502
2021,67,3,When Will Workers Follow an Algorithm? A Field Experiment with a Retail Business,Kohei Kawaguchi,Kohei Kawaguchi (2021) When Will Workers Follow an Algorithm? A Field Experiment with a Retail Business. Management Science 67(3):1670-1695,https://doi.org/10.1287/mnsc.2020.3599
2021,67,3,Prepurchase Information Acquisition and Credible Advertising,"Pedro M. Gardete, Liang Guo","Pedro M. Gardete, Liang Guo (2021) Prepurchase Information Acquisition and Credible Advertising. Management Science 67(3):1696-1717",https://doi.org/10.1287/mnsc.2020.3600
2021,67,3,Labor Boundaries and Skills: The Case of Lobbyists,Miguel Espinosa,Miguel Espinosa (2021) Labor Boundaries and Skills: The Case of Lobbyists. Management Science 67(3):1586-1607,https://doi.org/10.1287/mnsc.2020.3598
2021,67,3,Competition and Opacity in the Financial System,Gaoqing Zhang,Gaoqing Zhang (2021) Competition and Opacity in the Financial System. Management Science 67(3):1895-1913,https://doi.org/10.1287/mnsc.2019.3512
2021,67,3,How Digital Word-of-Mouth Affects Consumer Decision Making: Evidence from Doctor Appointment Booking,"Aishwarya Deep Shukla, Guodong (Gordon) Gao, Ritu Agarwal","Aishwarya Deep Shukla, Guodong (Gordon) Gao, Ritu Agarwal (2021) How Digital Word-of-Mouth Affects Consumer Decision Making: Evidence from Doctor Appointment Booking. Management Science 67(3):1546-1568",https://doi.org/10.1287/mnsc.2020.3604
2021,67,3,The Bayesian Prophet: A Low-Regret Framework for Online Decision Making,"Alberto Vera, Siddhartha Banerjee","Alberto Vera, Siddhartha Banerjee (2021) The Bayesian Prophet: A Low-Regret Framework for Online Decision Making. Management Science 67(3):1368-1391",https://doi.org/10.1287/mnsc.2020.3624
2021,67,3,Mostly Exploration-Free Algorithms for Contextual Bandits,"Hamsa Bastani, Mohsen Bayati, Khashayar Khosravi","Hamsa Bastani, Mohsen Bayati, Khashayar Khosravi (2021) Mostly Exploration-Free Algorithms for Contextual Bandits. Management Science 67(3):1329-1349",https://doi.org/10.1287/mnsc.2020.3605
2021,67,4,Assortative Matching and Reputation in the Market for First Issues,"Oktay Akkus, J. Anthony Cookson, Ali Hortaçsu","Oktay Akkus, J. Anthony Cookson, Ali Hortaçsu (2021) Assortative Matching and Reputation in the Market for First Issues. Management Science 67(4):2049-2074",https://doi.org/10.1287/mnsc.2020.3594
2021,67,4,Informed Trading Reactions to New Private Information: Evidence from Nonpublic Merger Negotiations,"Shane Heitzman, Sandy Klasa","Shane Heitzman, Sandy Klasa (2021) Informed Trading Reactions to New Private Information: Evidence from Nonpublic Merger Negotiations. Management Science 67(4):2630-2656",https://doi.org/10.1287/mnsc.2020.3629
2021,67,4,The Ambiguity of Earnings Announcements,"Sofya Budanova, Davide Cianciaruso, Iván Marinovic","Sofya Budanova, Davide Cianciaruso, Iván Marinovic (2021) The Ambiguity of Earnings Announcements. Management Science 67(4):2541-2561",https://doi.org/10.1287/mnsc.2019.3558
2021,67,4,Can Brands Claim Ignorance? Unauthorized Subcontracting in Apparel Supply Chains,"Felipe Caro, Leonard Lane, Anna Sáez de Tejada Cuenca","Felipe Caro, Leonard Lane, Anna Sáez de Tejada Cuenca (2021) Can Brands Claim Ignorance? Unauthorized Subcontracting in Apparel Supply Chains. Management Science 67(4):2010-2028",https://doi.org/10.1287/mnsc.2020.3679
2021,67,4,Digital Paywall Design: Implications for Content Demand and Subscriptions,"Sinan Aral, Paramveer S. Dhillon","Sinan Aral, Paramveer S. Dhillon (2021) Digital Paywall Design: Implications for Content Demand and Subscriptions. Management Science 67(4):2381-2402",https://doi.org/10.1287/mnsc.2020.3650
2021,67,4,Hospital Readmissions Reduction Program Does Not Provide the Right Incentives: Issues and Remedies,"Kenan Arifoğlu, Hang Ren, Tolga Tezcan","Kenan Arifoğlu, Hang Ren, Tolga Tezcan (2021) Hospital Readmissions Reduction Program Does Not Provide the Right Incentives: Issues and Remedies. Management Science 67(4):2191-2210",https://doi.org/10.1287/mnsc.2020.3649
2021,67,4,The Impact of Social vs. Nonsocial Referring Channels on Online News Consumption,"Sagit Bar-Gill, Yael Inbar, Shachar Reichman","Sagit Bar-Gill, Yael Inbar, Shachar Reichman (2021) The Impact of Social vs. Nonsocial Referring Channels on Online News Consumption. Management Science 67(4):2420-2447",https://doi.org/10.1287/mnsc.2020.3637
2021,67,4,Announcing High Prices to Deter Innovation,"Guillermo Marshall, Álvaro Parra","Guillermo Marshall, Álvaro Parra (2021) Announcing High Prices to Deter Innovation. Management Science 67(4):2448-2465",https://doi.org/10.1287/mnsc.2020.3642
2021,67,4,Eliciting Human Judgment for Prediction Algorithms,"Rouba Ibrahim, Song-Hee Kim, Jordan Tong","Rouba Ibrahim, Song-Hee Kim, Jordan Tong (2021) Eliciting Human Judgment for Prediction Algorithms. Management Science 67(4):2314-2325",https://doi.org/10.1287/mnsc.2020.3856
2021,67,4,Asset Management and Financial Conglomerates: Attention Through Stellar Funds,Rafael Zambrana,Rafael Zambrana (2021) Asset Management and Financial Conglomerates: Attention Through Stellar Funds. Management Science 67(4):2500-2518,https://doi.org/10.1287/mnsc.2019.3573
2021,67,4,When Ignorance Is Not Bliss: An Empirical Analysis of Subtier Supply Network Structure on Firm Risk,"Yixin (Iris) Wang, Jun Li, Di (Andrew) Wu, Ravi Anupindi","Yixin (Iris) Wang, Jun Li, Di (Andrew) Wu, Ravi Anupindi (2021) When Ignorance Is Not Bliss: An Empirical Analysis of Subtier Supply Network Structure on Firm Risk. Management Science 67(4):2029-2048",https://doi.org/10.1287/mnsc.2020.3645
2021,67,4,Risk Aversion Sensitive Real Business Cycles,"Zhanhui Chen, Ilan Cooper, Paul Ehling, Costas Xiouros","Zhanhui Chen, Ilan Cooper, Paul Ehling, Costas Xiouros (2021) Risk Aversion Sensitive Real Business Cycles. Management Science 67(4):2483-2499",https://doi.org/10.1287/mnsc.2019.3561
2021,67,4,The Effects of Quota Frequency: Sales Performance and Product Focus,"Doug J. Chung, Das Narayandas, Dongkyu Chang","Doug J. Chung, Das Narayandas, Dongkyu Chang (2021) The Effects of Quota Frequency: Sales Performance and Product Focus. Management Science 67(4):2151-2170",https://doi.org/10.1287/mnsc.2020.3648
2021,67,4,"Terrorist Attacks, Analyst Sentiment, and Earnings Forecasts","Carina Cuculiza, Constantinos Antoniou, Alok Kumar, Anastasios Maligkris","Carina Cuculiza, Constantinos Antoniou, Alok Kumar, Anastasios Maligkris (2021) Terrorist Attacks, Analyst Sentiment, and Earnings Forecasts. Management Science 67(4):2579-2608",https://doi.org/10.1287/mnsc.2019.3575
2021,67,4,A Foundation for Cue-Triggered Behavior,Daniele Pennesi,Daniele Pennesi (2021) A Foundation for Cue-Triggered Behavior. Management Science 67(4):2403-2419,https://doi.org/10.1287/mnsc.2020.3632
2021,67,4,Bundling for Flexibility and Variety: An Economic Model for Multiproducer Value Aggregation,Hemant K. Bhargava,Hemant K. Bhargava (2021) Bundling for Flexibility and Variety: An Economic Model for Multiproducer Value Aggregation. Management Science 67(4):2365-2380,https://doi.org/10.1287/mnsc.2020.3662
2021,67,4,How Do Consumers Avoid Penalty Fees? Evidence from Credit Cards,"John Gathergood, Hiroaki Sakaguchi, Neil Stewart, Jörg Weber","John Gathergood, Hiroaki Sakaguchi, Neil Stewart, Jörg Weber (2021) How Do Consumers Avoid Penalty Fees? Evidence from Credit Cards. Management Science 67(4):2562-2578",https://doi.org/10.1287/mnsc.2019.3568
2021,67,4,Dynamic Pricing (and Assortment) Under a Static Calendar,"Will Ma, David Simchi-Levi, Jinglong Zhao","Will Ma, David Simchi-Levi, Jinglong Zhao (2021) Dynamic Pricing (and Assortment) Under a Static Calendar. Management Science 67(4):2292-2313",https://doi.org/10.1287/mnsc.2020.3671
2021,67,4,The Beneficial Effects of Ad Blockers,"Stylianos Despotakis, R. Ravi, Kannan Srinivasan","Stylianos Despotakis, R. Ravi, Kannan Srinivasan (2021) The Beneficial Effects of Ad Blockers. Management Science 67(4):2096-2125",https://doi.org/10.1287/mnsc.2020.3653
2021,67,4,Distribution-Free Inventory Risk Pooling in a Multilocation Newsvendor,"Aravind Govindarajan, Amitabh Sinha, Joline Uichanco","Aravind Govindarajan, Amitabh Sinha, Joline Uichanco (2021) Distribution-Free Inventory Risk Pooling in a Multilocation Newsvendor. Management Science 67(4):2272-2291",https://doi.org/10.1287/mnsc.2020.3719
2021,67,4,Alleviating Drug Shortages: The Role of Mandated Reporting Induced Operational Transparency,"Junghee Lee, Hyun Seok (Huck) Lee, Hyoduk Shin, Vish Krishnan","Junghee Lee, Hyun Seok (Huck) Lee, Hyoduk Shin, Vish Krishnan (2021) Alleviating Drug Shortages: The Role of Mandated Reporting Induced Operational Transparency. Management Science 67(4):2326-2339",https://doi.org/10.1287/mnsc.2020.3857
2021,67,4,Product Price Risk and Liquidity Management: Evidence from the Electricity Industry,"Chen Lin, Thomas Schmid, Michael S. Weisbach","Chen Lin, Thomas Schmid, Michael S. Weisbach (2021) Product Price Risk and Liquidity Management: Evidence from the Electricity Industry. Management Science 67(4):2519-2540",https://doi.org/10.1287/mnsc.2020.3579
2021,67,4,Design and Pricing of Discretionary Service Lines,"Laurens Debo, Cuihong Li","Laurens Debo, Cuihong Li (2021) Design and Pricing of Discretionary Service Lines. Management Science 67(4):2251-2271",https://doi.org/10.1287/mnsc.2020.3670
2021,67,4,Incentive Design for Operations-Marketing Multitasking,"Tinglong Dai, Rongzhu Ke, Christopher Thomas Ryan","Tinglong Dai, Rongzhu Ke, Christopher Thomas Ryan (2021) Incentive Design for Operations-Marketing Multitasking. Management Science 67(4):2211-2230",https://doi.org/10.1287/mnsc.2020.3651
2021,67,4,Costs of Job Rotation: Evidence from Mandatory Loan Officer Rotation,"Subhendu Bhowal, Krishnamurthy Subramanian, Prasanna Tantri","Subhendu Bhowal, Krishnamurthy Subramanian, Prasanna Tantri (2021) Costs of Job Rotation: Evidence from Mandatory Loan Officer Rotation. Management Science 67(4):2075-2095",https://doi.org/10.1287/mnsc.2020.3628
2021,67,4,Time Encoding in Languages and Investment Efficiency,"Jaehyeon Kim, Yongtae Kim, Jian Zhou","Jaehyeon Kim, Yongtae Kim, Jian Zhou (2021) Time Encoding in Languages and Investment Efficiency. Management Science 67(4):2609-2629",https://doi.org/10.1287/mnsc.2019.3555
2021,67,4,Promotion Optimization for Multiple Items in Supermarkets,"Maxime C. Cohen, Jeremy J. Kalas, Georgia Perakis","Maxime C. Cohen, Jeremy J. Kalas, Georgia Perakis (2021) Promotion Optimization for Multiple Items in Supermarkets. Management Science 67(4):2340-2364",https://doi.org/10.1287/mnsc.2020.3641
2021,67,4,Signaling Status: The Impact of Relative Income on Household Consumption and Financial Decisions,"Jesse Bricker, Jacob Krimmel, Rodney Ramcharan","Jesse Bricker, Jacob Krimmel, Rodney Ramcharan (2021) Signaling Status: The Impact of Relative Income on Household Consumption and Financial Decisions. Management Science 67(4):1993-2009",https://doi.org/10.1287/mnsc.2019.3577
2021,67,4,How Does the Economy Shape the Financial Advisory Profession?,"Kelvin K. F. Law, Luo Zuo","Kelvin K. F. Law, Luo Zuo (2021) How Does the Economy Shape the Financial Advisory Profession?. Management Science 67(4):2466-2482",https://doi.org/10.1287/mnsc.2020.3655
2021,67,4,A Model of Multipass Search: Price Search Across Stores and Time,"Navid Mojir, K. Sudhir","Navid Mojir, K. Sudhir (2021) A Model of Multipass Search: Price Search Across Stores and Time. Management Science 67(4):2126-2150",https://doi.org/10.1287/mnsc.2020.3631
2021,67,4,Benefits of Customer Loyalty in Markets with Endogenous Search Costs,"Dmitri Kuksov, Mohammad Zia","Dmitri Kuksov, Mohammad Zia (2021) Benefits of Customer Loyalty in Markets with Endogenous Search Costs. Management Science 67(4):2171-2190",https://doi.org/10.1287/mnsc.2020.3668
2021,67,4,Sparking Manufacturing Innovation: How Temporary Interplant Assignments Increase Employee Idea Values,"Philipp B. Cornelius, Bilal Gokpinar, Fabian J. Sting","Philipp B. Cornelius, Bilal Gokpinar, Fabian J. Sting (2021) Sparking Manufacturing Innovation: How Temporary Interplant Assignments Increase Employee Idea Values. Management Science 67(4):2231-2250",https://doi.org/10.1287/mnsc.2020.3673
2021,67,5,Does Competition Improve Analysts’ Forecast Informativeness?,Sanjay Banerjee,Sanjay Banerjee (2021) Does Competition Improve Analysts’ Forecast Informativeness?. Management Science 67(5):3219-3238,https://doi.org/10.1287/mnsc.2019.3544
2021,67,5,Consumer Learning from Own Experience and Social Information: An Experimental Study,"Andrew M. Davis, Vishal Gaur, Dayoung Kim","Andrew M. Davis, Vishal Gaur, Dayoung Kim (2021) Consumer Learning from Own Experience and Social Information: An Experimental Study. Management Science 67(5):2924-2943",https://doi.org/10.1287/mnsc.2020.3691
2021,67,5,Geographic Diversification and Banks’ Funding Costs,"Ross Levine, Chen Lin, Wensi Xie","Ross Levine, Chen Lin, Wensi Xie (2021) Geographic Diversification and Banks’ Funding Costs. Management Science 67(5):2657-2678",https://doi.org/10.1287/mnsc.2020.3582
2021,67,5,Cross-Regional Differences in News Tone and Local Stock Ownership,Taylan Mavruk,Taylan Mavruk (2021) Cross-Regional Differences in News Tone and Local Stock Ownership. Management Science 67(5):3276-3298,https://doi.org/10.1287/mnsc.2020.3623
2021,67,5,Lane’s Algorithm Revisited,"Marcos Goycoolea, Patricio Lamas, Bernardo K. Pagnoncelli, Adriana Piazza","Marcos Goycoolea, Patricio Lamas, Bernardo K. Pagnoncelli, Adriana Piazza (2021) Lane’s Algorithm Revisited. Management Science 67(5):3087-3103",https://doi.org/10.1287/mnsc.2020.3685
2021,67,5,Competition Among Proprietary and Open-Source Software Firms: The Role of Licensing in Strategic Contribution,"Terrence August, Wei Chen, Kevin Zhu","Terrence August, Wei Chen, Kevin Zhu (2021) Competition Among Proprietary and Open-Source Software Firms: The Role of Licensing in Strategic Contribution. Management Science 67(5):3041-3066",https://doi.org/10.1287/mnsc.2020.3674
2021,67,5,Gender Gaps in Equity Crowdfunding: Evidence from a Randomized Field Experiment,"Sofia Bapna, Martin Ganco","Sofia Bapna, Martin Ganco (2021) Gender Gaps in Equity Crowdfunding: Evidence from a Randomized Field Experiment. Management Science 67(5):2679-2710",https://doi.org/10.1287/mnsc.2020.3644
2021,67,5,Ideology and Composition Among an Online Crowd: Evidence from Wikipedians,"Shane Greenstein, Grace Gu, Feng Zhu","Shane Greenstein, Grace Gu, Feng Zhu (2021) Ideology and Composition Among an Online Crowd: Evidence from Wikipedians. Management Science 67(5):3067-3086",https://doi.org/10.1287/mnsc.2020.3661
2021,67,5,Collateral Misreporting in the Residential Mortgage-Backed Security Market,"Samuel Kruger, Gonzalo Maturana","Samuel Kruger, Gonzalo Maturana (2021) Collateral Misreporting in the Residential Mortgage-Backed Security Market. Management Science 67(5):2729-2750",https://doi.org/10.1287/mnsc.2019.3569
2021,67,5,Financial Innovation and Financial Intermediation: Evidence from Credit Default Swaps,"Alexander W. Butler, Xiang Gao, Cihan Uzmanoglu","Alexander W. Butler, Xiang Gao, Cihan Uzmanoglu (2021) Financial Innovation and Financial Intermediation: Evidence from Credit Default Swaps. Management Science 67(5):3150-3173",https://doi.org/10.1287/mnsc.2019.3560
2021,67,5,Revenue Management with Repeated Customer Interactions,"Andre P. Calmon, Florin D. Ciocan, Gonzalo Romero","Andre P. Calmon, Florin D. Ciocan, Gonzalo Romero (2021) Revenue Management with Repeated Customer Interactions. Management Science 67(5):2944-2963",https://doi.org/10.1287/mnsc.2020.3677
2021,67,5,Competition for Context-Sensitive Consumers,"Arno Apffelstaedt, Lydia Mechtenberg","Arno Apffelstaedt, Lydia Mechtenberg (2021) Competition for Context-Sensitive Consumers. Management Science 67(5):2828-2844",https://doi.org/10.1287/mnsc.2020.3675
2021,67,5,Revenue-Utility Tradeoff in Assortment Optimization Under the Multinomial Logit Model with Totally Unimodular Constraints,"Mika Sumida, Guillermo Gallego, Paat Rusmevichientong, Huseyin Topaloglu, James Davis","Mika Sumida, Guillermo Gallego, Paat Rusmevichientong, Huseyin Topaloglu, James Davis (2021) Revenue-Utility Tradeoff in Assortment Optimization Under the Multinomial Logit Model with Totally Unimodular Constraints. Management Science 67(5):2845-2869",https://doi.org/10.1287/mnsc.2020.3657
2021,67,5,The Variance Learning Curve,"Hessam Bavafa, Jónas Oddur Jónasson","Hessam Bavafa, Jónas Oddur Jónasson (2021) The Variance Learning Curve. Management Science 67(5):3104-3116",https://doi.org/10.1287/mnsc.2020.3797
2021,67,5,Allocating Resources with Nonmonotonic Returns,"Stanley Baiman, Mirko S. Heinle, Richard Saouma","Stanley Baiman, Mirko S. Heinle, Richard Saouma (2021) Allocating Resources with Nonmonotonic Returns. Management Science 67(5):3239-3253",https://doi.org/10.1287/mnsc.2019.3513
2021,67,5,Technical Debt and Firm Performance,"Rajiv Banker, Yi Liang, Narayan Ramasubbu","Rajiv Banker, Yi Liang, Narayan Ramasubbu (2021) Technical Debt and Firm Performance. Management Science 67(5):3174-3194",https://doi.org/10.1287/mnsc.2019.3542
2021,67,5,Tail Risk and Robust Portfolio Decisions,"Xing Jin, Dan Luo, Xudong Zeng","Xing Jin, Dan Luo, Xudong Zeng (2021) Tail Risk and Robust Portfolio Decisions. Management Science 67(5):3254-3275",https://doi.org/10.1287/mnsc.2020.3615
2021,67,5,Underwriting Government Debt Auctions: Auction Choice and Information Production,"Sudip Gupta, Rangarajan K. Sundaram, Suresh Sundaresan","Sudip Gupta, Rangarajan K. Sundaram, Suresh Sundaresan (2021) Underwriting Government Debt Auctions: Auction Choice and Information Production. Management Science 67(5):3127-3149",https://doi.org/10.1287/mnsc.2019.3565
2021,67,5,Getting Their Hands Dirty: How Female Managers Motivate Female Worker Productivity Through Subordinate Scut Work,"Aruna Ranganathan, Ranjitha Shivaram","Aruna Ranganathan, Ranjitha Shivaram (2021) Getting Their Hands Dirty: How Female Managers Motivate Female Worker Productivity Through Subordinate Scut Work. Management Science 67(5):3299-3320",https://doi.org/10.1287/mnsc.2020.3639
2021,67,5,Social Media and Political Contributions: The Impact of New Technology on Political Competition,"Maria Petrova, Ananya Sen, Pinar Yildirim","Maria Petrova, Ananya Sen, Pinar Yildirim (2021) Social Media and Political Contributions: The Impact of New Technology on Political Competition. Management Science 67(5):2997-3021",https://doi.org/10.1287/mnsc.2020.3740
2021,67,5,Risk-Mitigating Technologies: The Case of Radiation Diagnostic Devices,"Alberto Galasso, Hong Luo","Alberto Galasso, Hong Luo (2021) Risk-Mitigating Technologies: The Case of Radiation Diagnostic Devices. Management Science 67(5):3022-3040",https://doi.org/10.1287/mnsc.2020.3634
