"Year","Volume","Issue","Page","Title","Authors","Cite As","DOI","Abstract","Status","Accepting Editor","Area","Affiliations","Date Added",""
"2026","","","","Credit Rating Purchases and S&P 500 Index Membership Decisions","Kun Li, Xin Liu, Shang-Jin Wei","Kun Li, Xin Liu, Shang-Jin Wei (2026) Credit Rating Purchases and S&P 500 Index Membership Decisions. Management Science.","https://doi.org/10.1287/mnsc.2024.08157","S&P 500 is commonly used in empirical finance and macroeconomics as a measure of overall capital market sentiment, and the associated VIX is taken as an indicator of economic uncertainty. While both assume that the S&P 500 index is objectively constructed, we show that its membership decisions have a nontrivial amount of discretion unexplained by its published methodology. Importantly, we show that firms’ purchases of S&P ratings appear to improve their chance of entering the index (but purchases of Moody’s ratings do not). Furthermore, openings in index membership tend to motivate firms to purchase more S&P ratings. This is also confirmed by an event study of a 2002 membership rule change. These patterns raise concerns over potential governance issues. This paper was accepted by Will Cong, finance. Supplemental Material: The internet appendix and data files are available at https://doi.org/10.1287/mnsc.2024.08157 .","Articles in Advance","Will Cong","finance","Australian National University, Canberra, Australian Capital Territory 2601, Australia; Columbia Business School, Columbia University, New York, New York 10027;; Fudan International School of Finance (FISF), Fudan University, Shanghai 200011, China;; National Bureau of Economic Research, Cambridge, Massachusetts 02138;; Centre for Economic Policy Research, Paris 75007, France","2026-06-09",""
"2026","","","","The Task Space: An Integrative Framework for Team Research","Xinlan Emily Hu, Mark E. Whiting, Linnea Gandhi, Duncan J. Watts, Abdullah Almaatouq","Xinlan Emily Hu, Mark E. Whiting, Linnea Gandhi, Duncan J. Watts, Abdullah Almaatouq (2026) The Task Space: An Integrative Framework for Team Research. Management Science.","https://doi.org/10.1287/mnsc.2023.03544","Research on teams spans many contexts, but integrating knowledge from heterogeneous sources is challenging because studies typically examine different tasks that cannot be directly compared. Most investigations involve teams working on just one or a handful of tasks, and researchers lack principled ways to quantify how similar or different these tasks are from one another. We address this challenge by introducing the “Task Space,” a multidimensional space in which tasks—and the distances between them—can be represented formally, and use it to create a “Task Map” of 102 crowd-annotated tasks from the published experimental literature. We then demonstrate the Task Space’s utility by performing an integrative experiment that addresses a fundamental question in team research: when do interacting groups outperform individuals? Our experiment samples 20 diverse tasks from the Task Map at three complexity levels and recruits 1,231 participants to work either individually or in groups of three or six (180 experimental conditions). We find striking heterogeneity in group advantage, with groups performing anywhere from three times worse to 60% better than the best individual working alone, depending on the task context. Critically, the Task Space makes this heterogeneity predictable: it significantly outperforms traditional typologies in predicting group advantage on unseen tasks. Our models also reveal theoretically meaningful interactions between task features; for example, group advantage on creative tasks depends on whether the answers are objectively verifiable. We conclude by arguing that the Task Space enables researchers to integrate findings across different experiments, thereby building cumulative knowledge about team performance. This paper was accepted by Sameer Srivastava, organizations. Funding: The authors thank the Alfred P. Sloan Foundation [Grant #202-13924] and the MIT Wade Fund for their generous support of this research. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2023.03544 .","Articles in Advance","Sameer Srivastava","organizations","Operations, Information,; Decisions Department, The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104;; Institute for Data, Systems,; Society, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142; Pareto AI, Stanford, California 94305;; Department of Computer; Information Science, University of Pennsylvania, Philadelphia, Pennsylvania 19104; Decisions Department, The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104; Information Science, University of Pennsylvania, Philadelphia, Pennsylvania 19104;; Annenberg School for Communication, University of Pennsylvania, Philadelphia, Pennsylvania 19104; Society, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142;; Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142;; Center for Computational Engineering, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139","2026-06-09",""
"2026","","","","The Need for Fees at a DEX: How Increases in Fees Can Increase DEX Trading Volume","Joel Hasbrouck, Thomas J. Rivera, Fahad Saleh","Joel Hasbrouck, Thomas J. Rivera, Fahad Saleh (2026) The Need for Fees at a DEX: How Increases in Fees Can Increase DEX Trading Volume. Management Science.","https://doi.org/10.1287/mnsc.2023.00726","We model endogenous trading and liquidity provision at a decentralized exchange (DEX) and demonstrate that increasing DEX trading fees can increase DEX trading volume. DEXs employ a mechanical pricing rule whereby price impacts decrease with inventory that DEXs acquire by offering fee revenues to investors. Consequently, higher DEX fees can incentivize higher inventory, thereby reducing price impacts. Moreover, the reduction of price impact can offset the increase in fees so that the marginal cost of DEX trading declines despite charging a higher trading fee. In turn, lower DEX marginal trading costs lead to an increase in DEX trading volume. This paper was accepted by Agostino Capponi, finance.","Articles in Advance","Agostino Capponi","finance","Stern School of Business, New York University, New York, New York 10012; McGill University, Montreal, Quebec H3A 0G4, Canada; University of Florida, Gainesville, Florida 32611","2026-06-09",""
"2026","","","","Nudging Green-but-Slow Shipping Choices in Online Retail","Yeonjoo Lee, Karen Donohue","Yeonjoo Lee, Karen Donohue (2026) Nudging Green-but-Slow Shipping Choices in Online Retail. Management Science.","https://doi.org/10.1287/mnsc.2023.00239","Faster e-commerce fulfillment often comes at a cost to the environment because of energy-intensive transportation modes and more frequent, less consolidated last-mile deliveries. Despite these environmental implications, most retailers feel pressure to provide fast fulfillment to remain competitive. But what if consumers could be nudged to voluntarily choose green-but-slow shipping? In practice, a variety of information strategies are used to nudge such decisions, but it is unclear which strategy is best and why. This study examines these questions in two logistical contexts, each involving a different type of process change to support green-but-slow shipping: shipping mode and order consolidation. We first introduce a conceptual framework for selecting information strategies based on their influence on customer perceptions related to key stakeholders in each context: delivery convenience (self), environmental impact (society), and sustainability intention (retailer). Then, drawing on behavioral research and industry practices, we identify and test the effect of a comprehensive set of information strategies (i.e., Process, Green Label, Green Process, and Green Outcome) through controlled experiments involving 3,800 participants. Experimental results suggest that different logistical contexts require distinct nudging strategies, aligning with our conceptual framework. We find that including a green label is particularly effective for the shipping mode context, especially when combined with outcome information. In contrast, process information is more promising in the order consolidation context. Also, adding financial incentives can enhance the effectiveness of information strategies without a clear environmental signal, whereas pairing them with a simple green label may be effective for low eco-conscious individuals. This paper was accepted by Elena Katok, operations management. Funding: This work was supported by the Institute on the Environment, University of Minnesota [MF-0009-23]. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2023.00239 .","Articles in Advance","Elena Katok","operations management","Smeal College of Business, The Pennsylvania State University, University Park, Pennsylvania 16802; W. P. Carey School of Business, Arizona State University, Tempe, Arizona 85281","2026-06-09",""
"2026","","","","In Search of Shares: Benchmarked Ownership, Short Covering, and Price Efficiency","Sanjeev Bhojraj, Yong Yu, Wuyang Zhao","Sanjeev Bhojraj, Yong Yu, Wuyang Zhao (2026) In Search of Shares: Benchmarked Ownership, Short Covering, and Price Efficiency. Management Science.","https://doi.org/10.1287/mnsc.2024.07231","We examine whether ownership by benchmarked investors constrains short sellers’ ability to quickly cover their positions following positive earnings news and thereby exacerbates price pressure from short covering. We find that high benchmarked ownership is related to greater price overshooting in highly shorted stocks at positive earnings announcements. This effect is driven by benchmarked ownership amplifying both price and volume impacts of short covering. Exploring shocks from Russell index reconstitutions and examining other settings such as management guidance and analyst recommendation revisions yield similar inferences. Overall, our findings highlight a novel mechanism that benchmarked ownership can constrain short-selling activities. This paper was accepted by Eric So, accounting. Funding: The authors acknowledge financial assistance from their respective schools. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2024.07231 .","Articles in Advance","Eric So","accounting","Johnson Graduate School of Management, Cornell University, Ithaca, New York 14853; McCombs School of Business, University of Texas at Austin, Austin, Texas  78712; Desautels Faculty of Management, McGill University, Montreal, Quebec  H3A1G5, Canada","2026-06-09",""
"2026","","","","Chasing Market Growth and Matching Performance in Two-Sided Platforms: Evidence from the Lazy-Minting Policy in an NFT Marketplace","Hong Zhang, Hongchang Wang, Amit Mehra, Zhiqiang (Eric) Zheng","Hong Zhang, Hongchang Wang, Amit Mehra, Zhiqiang (Eric) Zheng (2026) Chasing Market Growth and Matching Performance in Two-Sided Platforms: Evidence from the Lazy-Minting Policy in an NFT Marketplace. Management Science.","https://doi.org/10.1287/mnsc.2022.03573","A common challenge faced by two-sided marketplaces is to expand the market while ensuring satisfactory matching of the two sides. We study a new platform growth strategy that increases market thickness with free entry while allowing suppliers to discretionarily signal product quality to buyers, thus forming a tiered market structure that maintains matching performance. We consider such an example with nonfungible token (NFT) markets where suppliers could choose to delay the entry cost of the NFT creation fee until an NFT is sold (lazy minting) or pay the fee up front at the time of NFT creation (gas minting). We use the difference-in-differences strategy to identify the impact of this lazy-minting policy on market matching performance. We find that the impacts of this policy are multifaceted: Although the introduction of lazy minting reduces the average matching likelihood of an NFT by 98.2%, it increases the gas-minting segment’s matching likelihood by 112.3% and first-sale price by 126.5%. Overall, this new growth strategy benefits the platform because of increased total sales and higher revenues. We unravel two mechanisms: the market thickness effect and the quality signaling effect. For the latter, we introduce a systematic framework to empirically establish the quality signaling mechanism with a separating equilibrium, where suppliers prefer gas minting for their high-quality creations. This effectively sends a quality signal that buyers could rely on to recognize high-quality NFTs. This new platform growth strategy provides generic implications for platforms endeavoring to balance market thickness and matching performance. This paper was accepted by Anindya Ghose, information systems. Supplemental Material: The online appendices and data files are available at https://doi.org/10.1287/mnsc.2022.03573 .","Articles in Advance","Anindya Ghose","information systems","Department of Management Information Systems, Eller College of Management, University of Arizona, Tucson, Arizona 85721;; Center for the Management of Information, Eller College of Management, University of Arizona, Tucson, Arizona 85721; Department of Information Systems, Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080","2026-06-09",""
"2026","","","","Learning to Optimally Stop Diffusion Processes, with Financial Applications","Min Dai, Yu Sun, Zuo Quan Xu, Xun Yu Zhou","Min Dai, Yu Sun, Zuo Quan Xu, Xun Yu Zhou (2026) Learning to Optimally Stop Diffusion Processes, with Financial Applications. Management Science.","https://doi.org/10.1287/mnsc.2024.07614","We study optimal stopping for diffusion processes with unknown model primitives within the continuous-time reinforcement learning (RL) framework Wang, Zariphopoulou and Zhou [Wang H, Zariphopoulou T, Zhou XY (2020), J. Machine Learn. Res. 21(198):1-34], and present applications to option pricing and portfolio choice. By penalizing the corresponding variational inequality formulation, we transform the stopping problem into a stochastic optimal control problem with two actions. We then randomize controls into Bernoulli distributions and add an entropy regularizer to encourage exploration. We derive a semianalytical optimal Bernoulli distribution, based on which we devise RL algorithms using the martingale approach Jia and Zhou [Jia Y, Zhou XY (2022a) J. Machine Learn. Res. 23(154):1–55]. We establish a policy improvement theorem and prove the fast convergence of the resulting policy iterations. We demonstrate the effectiveness of the algorithms in pricing finite-horizon American put options, solving Merton’s problem with transaction costs, and scaling to high-dimensional optimal stopping problems. In particular, we show that both the offline and online algorithms achieve high accuracy in learning the value functions and characterizing the associated free boundaries. This paper has been accepted by Kay Giesecke for the Special Issue on AI for Finance and Business Decisions. Funding: M. Dai was supported by the Hong Kong Research Grants Council [15212324, 15217123, 15213422, and T32-615/24-R], the Hong Kong Polytechnic University [P0042708, P0042456, and P0039114], and the Key Project of National Natural Science Foundation of China [72432005]. Y. Sun acknowledges financial support from a start-up fund at Peking University HSBC Business School. Z. Xu acknowledges financial support from The Hong Kong RGC [GRF 15204622, 15203423], NSFC 12571517, the PolyU-SDU Joint Research Center on Financial Mathematics, the CAS AMSS-PolyU Joint Laboratory of Applied Mathematics, the Research Centre for Quantitative Finance (1-CE03), and internal grants from The Hong Kong Polytechnic University. X. Zhou was supported by the Nie Center for Intelligent Asset Management at Columbia University. This work was also part of a Columbia-CityU/HK collaborative project that was supported by the InnoHK Initiative, the Government of the HKSAR, and the AIFT Lab. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2024.07614 .","Articles in Advance","Kay Giesecke","Special Issue on AI for Finance and Business Decisions. Funding: M. Dai was supported by the Hong Kong Research Grants Council [15212324, 15217123, 15213422, and","Department of Applied Mathematics at the Faculty of Computer; Mathematical Sciences; School of Accounting; Finance at the Faculty of Business, The Hong Kong Polytechnic University, Hong Kong, China; Peking University HSBC Business School, Shenzhen 518055, China; Department of Applied Mathematics, Faculty of Computer; Mathematical Sciences, The Hong Kong Polytechnic University, Hong Kong, China; Department of Industrial Engineering; Operations Research; The Data Science Institute, Columbia University, New York, New York 10027","2026-06-09",""
"2026","","","","Do Carbon Emissions Affect Stock Returns? Causal Evidence from a Supreme Court Ruling","Xiaoyi Lyu, Chenyu Shan, Dragon Yongjun Tang","Xiaoyi Lyu, Chenyu Shan, Dragon Yongjun Tang (2026) Do Carbon Emissions Affect Stock Returns? Causal Evidence from a Supreme Court Ruling. Management Science.","https://doi.org/10.1287/mnsc.2024.06732","Considering the importance of corporate carbon emissions, the Supreme Court of the United States ruled against the Environmental Protection Agency (EPA) and curtailed EPA’s regulatory powers by unprecedentedly invoking the “major questions doctrine” in its judgment of West Virginia v. EPA in 2022. We find that the stock prices of firms with greater exposure to carbon risk increased relative to firms with lower exposure after the Supreme Court verdict. The results are more pronounced for firms subject to higher federal climate enforcement intensity prior to the court ruling. Long-term climate commitments by state governments and carbon-sensitive institutional investors attenuate the effect. Both cash flow and discount rate contribute to the climate risk effect in firm value. Overall, our findings from this landmark climate litigation suggest that climate transition risks can affect stock prices. This paper was accepted by Lin William Cong, finance. Funding: Funding support by Hong Kong General Research Fund [Grant 17501825] is gratefully acknowledged. This work was supported by National Natural Science Foundation of China [Grants 72172082 and 72342021 (C. Shan)]. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2024.06732 .","Articles in Advance","Lin William Cong","finance","Lingnan College, Sun Yat-Sen University, Guangzhou, Guangdong 510275, China; School of Finance, Dishui Lake Advanced Finance Institute (DAFI), Shanghai University of Finance and Economics, Shanghai 200433, China; Faculty of Business; Economics, University of Hong Kong, Hong Kong, China","2026-06-09",""
"2026","","","","Managerial Intervention, Employee Motivation, and Collaboration","Roi Orzach, Kramer Quist","Roi Orzach, Kramer Quist (2026) Managerial Intervention, Employee Motivation, and Collaboration. Management Science.","https://doi.org/10.1287/mnsc.2025.01366","The economic literature on delegation focuses on the subordinate’s improved motivation when liberated from managerial intervention in decision making. However, many managers motivate employees while proactively intervening in the decision-making process. We build a principal-agent model to analyze when managerial intervention is, and is not, motivational to the agent. Although managerial intervention may demotivate the agent when leading to actions that waste employee effort, managerial intervention can also motivate the agent by incentivizing principal effort that complements the agent’s effort. In fact, delegation may demotivate the agent when the principal and agent work collaboratively. Our results speak to understanding the role of strategic complementarity in determining when various managerial practices do, and do not, motivate employees. This paper was accepted by Maria Guadalupe, business strategy.","Articles in Advance","Maria Guadalupe","business strategy","Department of Economics, Boston University, Boston, Massachusetts 02215; Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109","2026-06-09",""
"2026","","","","Intangible Liabilities","Hamid Boustanifar, Arnt Verriest","Hamid Boustanifar, Arnt Verriest (2026) Intangible Liabilities. Management Science.","https://doi.org/10.1287/mnsc.2023.03619","When liabilities are deemed improbable or cannot be reliably estimated by management, they are not recorded on the balance sheet. Instead, they are disclosed qualitatively in the company’s filings. Examples include obligations related to pending or future lawsuits, product liability, environmental matters, false advertising, or patent and copyright infringements. We refer to these obligations as intangible liabilities. We construct a firm-level, text-based measure of intangible liabilities (IL). IL is positively related to firm size, volatility, and share turnover, and is negatively correlated with accounting performance, abnormal returns, and Tobin’s Q. IL also predictably varies across industries. Moreover, IL predicts future lawsuits against firms and the future deterioration of their reputations. Companies with higher IL trade at lower valuation ratios and have significantly higher future crash risks. A portfolio that is long on high IL and short on low IL yields an annual abnormal return of 3% after accounting for common factors. Overall, the results suggest that intangible liabilities are a significant determinant of firm value and stock returns. This paper was accepted by Bo Becker, finance. Supplemental Material: The data files are available at https://doi.org/10.1287/mnsc.2023.03619 .","Articles in Advance","Bo Becker","finance","EDHEC Business School, 06002 Nice, France; KU Leuven, 3000 Leuven, Belgium","2026-06-09",""
"2026","","","","Information Provision and the Curse of Knowledge","Snehal Banerjee, Jesse Davis, Naveen Gondhi","Snehal Banerjee, Jesse Davis, Naveen Gondhi (2026) Information Provision and the Curse of Knowledge. Management Science.","https://doi.org/10.1287/mnsc.2023.01839","Common wisdom suggests that the “curse of knowledge” (COK), whereby better-informed individuals are unable to ignore their private information when forecasting others’ beliefs, reduces the quality of communication. We study how this bias affects costly information provision by a founder who wants to raise financing from an outside investor. When the founder exhibits COK about the content of her communication, there is less information provision and payoffs tend to be lower for both players. However, we show that when the founder exhibits COK about the context of her message, the bias can lead to more information production and better investment decisions. Moreover, this can exacerbate the conflict of interest between the founder and the outsider. This paper was accepted by Ranjani Krishnan, accounting. Supplemental Material: The data files are available at https://doi.org/10.1287/mnsc.2023.01839 .","Articles in Advance","Ranjani Krishnan","accounting","University of Michigan—Ann Arbor, Ann Arbor, Michigan 48109; University of North Carolina—Chapel Hill, Chapel Hill, North Carolina 27599; INSEAD, 77305 Fontainebleau, France","2026-06-09",""
"2026","","","","The Role of Success and Failure in Fluid Teams: Evidence from the Motion Picture Industry","Suresh Muthulingam, Kumar Rajaram","Suresh Muthulingam, Kumar Rajaram (2026) The Role of Success and Failure in Fluid Teams: Evidence from the Motion Picture Industry. Management Science.","https://doi.org/10.1287/mnsc.2023.03756","Many business settings involve fluid teams, where team members come together to work on a project, after which the team is disbanded. It is well-known that coordination can be challenging and affect the performance outcomes of fluid teams. The literature has studied how several facets of experience can facilitate learning and improve outcomes for fluid teams. However, the role of experience with success and failure and its effect on improving outcomes for fluid teams has remained unexplored. In this study, we use data from the motion picture industry to examine how the experience with success and failure resident within key members of a movie production team affects profitability. Our analysis of the data for 2,091 movies released in the United States between 1999 and 2018 reveals that a movie’s profitability depends on the production team’s history with success and failure. Additionally, we find that teams with a history of success result in movies with higher profits, whereas teams with a history of failure result in movies with lower profits. We also find that increased relative dispersion in the team’s experience does not affect the movie’s profitability. Further analysis of the composition of movie teams indicates that financial performance can be significantly impacted when movie teams are predominantly composed of members with a history of success or failure. We contribute by illustrating a new measure of team experience relevant for fluid teams and by providing insights on how to compose teams based on members’ experience with success and failure. This paper was accepted by Elena Katok, operations management. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2023.03756 .","Articles in Advance","Elena Katok","operations management","Smeal College of Business, The Pennsylvania State University, University Park, Pennsylvania 16802; Anderson School of Management, University of California, Los Angeles, Los Angeles, California 90095","2026-06-09",""
"2026","","","","Spatial Distribution of Access to Service: Theory and Evidence from Ride-Sharing","Soheil Ghili, Vineet Kumar, Fei Teng","Soheil Ghili, Vineet Kumar, Fei Teng (2026) Spatial Distribution of Access to Service: Theory and Evidence from Ride-Sharing. Management Science.","https://doi.org/10.1287/mnsc.2021.02699","We study access to ride-sharing across geographical regions using both theoretical and empirical analyses. We specifically model and examine the effects of economies of density in ride-sharing. Our model predicts that (i) economies of density skew access to ride-sharing away from less dense regions; (ii) the skew will be more pronounced for smaller platforms (i.e., “thinner markets”); and (iii) ride-sharing platforms do not find this skew efficient and thus, use price and wage levers to mitigate (but not eliminate) it. We show that these insights are robust to whether the source of economies of density is the supply side or the demand side. We then calibrate our model using ride-level Uber data from New York City. We use the model to simulate counterfactual scenarios, offering a quantitative evaluation of our theoretical results and informing platform strategy and policy. This paper was accepted by Omar Besbes, revenue management and market analytics. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2021.02699 .","Articles in Advance","Omar Besbes","revenue management and market analytics","Yale School of Management, Yale University, New Haven, Connecticut 06520; National University of Singapore, Singapore 119245","2026-06-09",""
"2026","","","","Corporate Acquisitions and Bank Relationships","Steven Poelhekke, Razvan Vlahu, Vadym Volosovych","Steven Poelhekke, Razvan Vlahu, Vadym Volosovych (2026) Corporate Acquisitions and Bank Relationships. Management Science.","https://doi.org/10.1287/mnsc.2023.04231","We study the dynamics of firm-bank relationships following corporate acquisitions using a novel firm-bank data set for 23 European countries over 2008–2014. Our data allows us to track changes in both firm ownership and bank relationships over time. To examine the effect of ownership change on bank relationships, we combine a difference-in-differences approach with matching. We find that the majority of acquisitions are associated with substantial changes in bank relationships of target firms. Acquiring firms actively change the composition of these relationships, incorporating banks with superior knowledge of the target’s local market or with expertise in the target’s industry. This reallocation appears to mitigate informational frictions associated with the acquisition. Our findings are consistent with theories of financial intermediation that emphasize the role of banks in accumulating and providing soft information about the real economy. This paper was accepted by Bo Becker, finance. Funding: This work used the Dutch national e-infrastructure with the support of the SURF Cooperative [Grant EINF-9542]. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2023.04231 .","Articles in Advance","Bo Becker","finance","Vrije Universiteit Amsterdam, 1081 HV Amsterdam, Netherlands;; CEPR, London EC1R 5HL, United Kingdom;; Tinbergen Institute, 1082 MS Amsterdam, Netherlands; De Nederlandsche Bank, 1000 AB Amsterdam, Netherlands; Tinbergen Institute, 1082 MS Amsterdam, Netherlands;; Erasmus University Rotterdam, 3000 DR Rotterdam, Netherlands","2026-06-09",""
"2026","","","","Does Offshoring Production Reduce Innovation? Firm-Level Evidence from Taiwan","Lee Branstetter, Jong-Rong Chen, Britta Glennon, Nikolas Zolas","Lee Branstetter, Jong-Rong Chen, Britta Glennon, Nikolas Zolas (2026) Does Offshoring Production Reduce Innovation? Firm-Level Evidence from Taiwan. Management Science.","https://doi.org/10.1287/mnsc.2024.04944","Does the offshoring of production degrade or enhance the innovative capabilities of manufacturing firms? We contribute to this debate with causal evidence that offshoring impacts both the level and nature of innovation. Exploiting a policy shock that differentially affected the ability of Taiwanese firms to offshore production of certain goods to China, we find a decline in innovation levels and a shift from product to process innovation in the technologies directly related to product categories that could be offshored more easily after the policy shock. However, we also find evidence that the policy shock led to a reallocation of research effort within the firm, raising innovative effort in product categories not directly impacted by the shock and shifting them toward product innovation. This paper was accepted by Alfonso Gambardella, business strategy. Funding: This work was supported by the Mack Institute for Innovation Management, Wharton School, University of Pennsylvania, and the National Science Foundation [Grant 1360170] and the Portuguese National Science Foundation. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2024.04944 .","Articles in Advance","Alfonso Gambardella","business strategy","Carnegie Mellon University, Pittsburgh, Pennsylvania 15213;; National Bureau of Economic Research, Cambridge, Massachusetts 02138;; Peterson Institute, Washington, District of Columbia 20036; National Central University, Taoyuan City, Taiwan 320;; Academia Sinica, Taipei City, Taiwan 115;; National Taiwan University, Taipei City, Taiwan 10617; University of Pennsylvania, Philadelphia, Pennsylvania 19104; Census Bureau, Washington, District of Columbia 20233","2026-06-09",""
"2026","","","","A Note on “Corporate Provision of Public Goods”","Thomas Eichner, Mark Schopf","Thomas Eichner, Mark Schopf (2026) A Note on “Corporate Provision of Public Goods”. Management Science.","https://doi.org/10.1287/mnsc.2025.03558","Morgan and Tumlinson (2019, Management Science 65(10), 4489–4504) study a game in which citizens first fund a company venture or purchase bonds, and then bondholders and the firm’s manager, acting on behalf of the shareholders, contribute to a public good. One of their major results is that the venture is funded with positive probability in all trembling-hand perfect Nash equilibria. The purpose of this note is to prove the existence of economies in which the venture is not funded in all trembling-hand perfect Nash equilibria. This paper was accepted by Joshua Gans, business strategy.","Articles in Advance","Joshua Gans","business strategy","Faculty of Business Administration and Economics, FernUniversität in Hagen, 58097  Hagen, Germany","2026-06-09",""
"2026","","","","Estimating Effects of Long-Term Treatments","Shan Huang, Chen Wang, Yuan Yuan, Jinglong Zhao, Brocco (Jingjing) Zhang","Shan Huang, Chen Wang, Yuan Yuan, Jinglong Zhao, Brocco (Jingjing) Zhang (2026) Estimating Effects of Long-Term Treatments. Management Science.","https://doi.org/10.1287/mnsc.2023.02575","Estimating the effects of long-term treatments through A/B testing is challenging. Treatments, such as updates to product functionalities, user interface designs, and recommendation algorithms, are intended to persist within the system for a long duration of time after their initial launches. However, because of the constraints of conducting long-term experiments, practitioners often rely on short-term experimental results to make product launch decisions. It remains open how to accurately estimate the effects of long-term treatments using short-term experimental data. To address this question, we introduce a longitudinal surrogate framework that decomposes the long-term effects into functions based on user attributes, short-term metrics, and treatment assignments. We outline identification assumptions, estimation strategies, inferential techniques, and validation methods under this framework. Empirically, we demonstrate that our approach outperforms existing solutions by using data from two real-world experiments, each involving more than a million users on WeChat, one of the world’s largest social networking platforms. This paper was accepted by Omar Besbes, revenue management and market analytics. Funding: S. Huang and C. Wang were supported by the Innovation and Technology Support Programme, Hong Kong [Grant ITS/311/22FP]. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2023.02575 .","Articles in Advance","Omar Besbes","revenue management and market analytics","The University of Hong Kong, Hong Kong; University of California, Davis, Davis, California 95616; Questrom School of Business, Boston University, Boston, Massachusetts 02215; Tencent, Inc., Shenzhen 518054, China","2026-06-09",""
